Date_ID,Month,Year,Day,Day Type,Christmas Period,Easter Period
1697,12,2010,Wednesday,Weekday,No,No
1698,11,2010,Friday,Weekday,No,No
1699,11,2010,Friday,Weekend,No,No
1700,11,2010,Monday,Weekend,No,No
1701,11,2010,Monday,Weekday,No,No
1702,11,2010,Saturday,Weekend,No,No
1703,11,2010,Sunday,Weekend,No,No
1704,11,2010,Thursday,Weekday,No,No
1705,11,2010,Tuesday,Weekday,No,No
1706,11,2010,Wednesday,Weekday,No,No
1707,10,2010,Friday,Weekday,No,No
1708,10,2010,Friday,Weekend,No,No
1709,10,2010,Monday,Weekend,No,No
1710,10,2010,Monday,Weekday,No,No
1711,10,2010,Saturday,Weekend,No,No
1712,10,2010,Sunday,Weekend,No,No
1713,10,2010,Thursday,Weekday,No,No
1714,10,2010,Tuesday,Weekday,No,No
1715,10,2010,Wednesday,Weekday,No,No
1716,9,2010,Friday,Weekday,No,No
1717,9,2010,Friday,Weekend,No,No
1718,9,2010,Monday,Weekend,No,No
1719,9,2010,Monday,Weekday,No,No
1720,9,2010,Saturday,Weekend,No,No
1721,9,2010,Sunday,Weekend,No,No
1722,9,2010,Thursday,Weekday,No,No
1723,9,2010,Tuesday,Weekday,No,No
1724,9,2010,Wednesday,Weekday,No,No
1725,8,2010,Friday,Weekday,No,No
1726,8,2010,Friday,Weekend,No,No
1727,8,2010,Monday,Weekend,No,No
1728,8,2010,Monday,Weekday,No,No
1729,8,2010,Saturday,Weekend,No,No
1730,8,2010,Sunday,Weekend,No,No
1731,8,2010,Thursday,Weekday,No,No
1732,8,2010,Tuesday,Weekday,No,No
1733,8,2010,Wednesday,Weekday,No,No
1734,7,2010,Friday,Weekday,No,No
1735,7,2010,Friday,Weekend,No,No
1736,7,2010,Monday,Weekend,No,No
1737,7,2010,Monday,Weekday,No,No
1738,7,2010,Saturday,Weekend,No,No
1739,7,2010,Sunday,Weekend,No,No
1740,7,2010,Thursday,Weekday,No,No
1741,7,2010,Tuesday,Weekday,No,No
1742,7,2010,Wednesday,Weekday,No,No
1743,6,2010,Friday,Weekday,No,No
1744,6,2010,Friday,Weekend,No,No
1745,6,2010,Monday,Weekday,No,No
1746,6,2010,Saturday,Weekend,No,No
1747,6,2010,Sunday,Weekend,No,No
1748,6,2010,Thursday,Weekday,No,No
1749,6,2010,Tuesday,Weekday,No,No
1750,6,2010,Wednesday,Weekday,No,No
1751,5,2010,Friday,Weekday,No,No
1752,5,2010,Friday,Weekend,No,No
1753,5,2010,Monday,Weekend,No,No
1754,5,2010,Monday,Weekday,No,No
1755,5,2010,Saturday,Weekend,No,No
1756,5,2010,Sunday,Weekend,No,No
1757,5,2010,Thursday,Weekday,No,No
1758,5,2010,Tuesday,Weekday,No,No
1759,5,2010,Wednesday,Weekday,No,No
1760,4,2010,Friday,Weekday,No,No
1761,4,2010,Friday,Weekday,No,Yes
1762,4,2010,Friday,Weekend,No,No
1763,4,2010,Monday,Weekend,No,Yes
1764,4,2010,Monday,Weekend,No,No
1765,4,2010,Monday,Weekday,No,No
1766,4,2010,Monday,Weekday,No,Yes
1767,4,2010,Saturday,Weekend,No,No
1768,4,2010,Saturday,Weekend,No,Yes
1769,4,2010,Sunday,Weekend,No,No
1770,4,2010,Sunday,Weekend,No,Yes
1771,4,2010,Thursday,Weekday,No,No
1772,4,2010,Thursday,Weekday,No,Yes
1773,4,2010,Tuesday,Weekday,No,No
1774,4,2010,Wednesday,Weekday,No,No
1775,3,2010,Friday,Weekday,No,No
1776,3,2010,Friday,Weekend,No,No
1777,3,2010,Monday,Weekend,No,No
1778,3,2010,Monday,Weekday,No,No
1779,3,2010,Saturday,Weekend,No,No
1780,3,2010,Sunday,Weekend,No,No
1781,3,2010,Thursday,Weekday,No,No
1782,3,2010,Tuesday,Weekday,No,No
1783,3,2010,Wednesday,Weekday,No,No
1784,2,2010,Friday,Weekday,No,No
1785,2,2010,Friday,Weekend,No,No
1786,2,2010,Monday,Weekend,No,No
1787,2,2010,Monday,Weekday,No,No
1788,2,2010,Saturday,Weekend,No,No
1789,2,2010,Sunday,Weekend,No,No
1790,2,2010,Thursday,Weekday,No,No
1791,2,2010,Tuesday,Weekday,No,No
1792,2,2010,Wednesday,Weekday,No,No
1793,1,2010,Friday,Weekday,No,No
1794,1,2010,Friday,Weekday,Yes,No
1795,1,2010,Friday,Weekend,No,No
1796,1,2010,Monday,Weekday,No,No
1797,1,2010,Saturday,Weekend,Yes,No
1798,1,2010,Saturday,Weekend,No,No
1799,1,2010,Sunday,Weekend,No,No
1800,1,2010,Sunday,Weekend,Yes,No
1801,1,2010,Thursday,Weekday,No,No
1802,1,2010,Tuesday,Weekday,No,No
1803,1,2010,Wednesday,Weekday,No,No
1804,12,2009,Friday,Weekday,No,No
1805,12,2009,Friday,Weekday,Yes,No
1806,12,2009,Friday,Weekend,No,No
1807,12,2009,Friday,Weekend,Yes,No
1808,12,2009,Monday,Weekday,No,No
1809,12,2009,Monday,Weekday,Yes,No
1810,12,2009,Saturday,Weekend,No,No
1811,12,2009,Saturday,Weekend,Yes,No
1812,12,2009,Sunday,Weekend,No,No
1813,12,2009,Sunday,Weekend,Yes,No
1814,12,2009,Thursday,Weekday,Yes,No
1815,12,2009,Thursday,Weekday,No,No
1816,12,2009,Tuesday,Weekday,No,No
1817,12,2009,Tuesday,Weekday,Yes,No
1818,12,2009,Wednesday,Weekday,No,No
1819,12,2009,Wednesday,Weekday,Yes,No
1820,11,2009,Friday,Weekday,No,No
1821,11,2009,Friday,Weekend,No,No
1822,11,2009,Monday,Weekend,No,No
1823,11,2009,Monday,Weekday,No,No
1824,11,2009,Saturday,Weekend,No,No
1825,11,2009,Sunday,Weekend,No,No
1826,11,2009,Thursday,Weekday,No,No
1827,11,2009,Tuesday,Weekday,No,No
1828,11,2009,Wednesday,Weekday,No,No
1829,10,2009,Friday,Weekday,No,No
1830,10,2009,Friday,Weekend,No,No
1831,10,2009,Monday,Weekend,No,No
1832,10,2009,Monday,Weekday,No,No
1833,10,2009,Saturday,Weekend,No,No
1834,10,2009,Sunday,Weekend,No,No
1835,10,2009,Thursday,Weekday,No,No
1836,10,2009,Tuesday,Weekday,No,No
1837,10,2009,Wednesday,Weekday,No,No
1838,9,2009,Friday,Weekday,No,No
1839,9,2009,Friday,Weekend,No,No
1840,9,2009,Monday,Weekend,No,No
1841,9,2009,Monday,Weekday,No,No
1842,9,2009,Saturday,Weekend,No,No
1843,9,2009,Sunday,Weekend,No,No
1844,9,2009,Thursday,Weekday,No,No
1845,9,2009,Tuesday,Weekday,No,No
1846,9,2009,Wednesday,Weekday,No,No
1847,8,2009,Friday,Weekday,No,No
1848,8,2009,Friday,Weekend,No,No
1849,8,2009,Monday,Weekend,No,No
1850,8,2009,Monday,Weekday,No,No
1851,8,2009,Saturday,Weekend,No,No
1852,8,2009,Sunday,Weekend,No,No
1853,8,2009,Thursday,Weekday,No,No
1854,8,2009,Tuesday,Weekday,No,No
1855,8,2009,Wednesday,Weekday,No,No
1856,7,2009,Friday,Weekday,No,No
1857,7,2009,Friday,Weekend,No,No
1858,7,2009,Monday,Weekend,No,No
1859,7,2009,Monday,Weekday,No,No
1860,7,2009,Saturday,Weekend,No,No
1861,7,2009,Sunday,Weekend,No,No
1862,7,2009,Thursday,Weekday,No,No
1863,7,2009,Tuesday,Weekday,No,No
1864,7,2009,Wednesday,Weekday,No,No
1865,6,2009,Friday,Weekday,No,No
1866,6,2009,Friday,Weekend,No,No
1867,6,2009,Monday,Weekend,No,No
1868,6,2009,Monday,Weekday,No,No
1869,6,2009,Saturday,Weekend,No,No
1870,6,2009,Sunday,Weekend,No,No
1871,6,2009,Thursday,Weekday,No,No
1872,6,2009,Tuesday,Weekday,No,No
1873,6,2009,Wednesday,Weekday,No,No
1874,5,2009,Friday,Weekday,No,No
1875,5,2009,Friday,Weekend,No,No
1876,5,2009,Monday,Weekend,No,No
1877,5,2009,Monday,Weekday,No,No
1878,5,2009,Saturday,Weekend,No,No
1879,5,2009,Sunday,Weekend,No,No
1880,5,2009,Thursday,Weekday,No,No
1881,5,2009,Tuesday,Weekday,No,No
1882,5,2009,Wednesday,Weekday,No,No
1883,4,2009,Friday,Weekday,No,No
1884,4,2009,Friday,Weekday,No,Yes
1885,4,2009,Friday,Weekend,No,No
1886,4,2009,Friday,Weekend,No,Yes
1887,4,2009,Monday,Weekend,No,No
1888,4,2009,Monday,Weekend,No,Yes
1889,4,2009,Monday,Weekday,No,No
1890,4,2009,Monday,Weekday,No,Yes
1891,4,2009,Saturday,Weekend,No,No
1892,4,2009,Saturday,Weekend,No,Yes
1893,4,2009,Sunday,Weekend,No,No
1894,4,2009,Sunday,Weekend,No,Yes
1895,4,2009,Thursday,Weekday,No,Yes
1896,4,2009,Thursday,Weekday,No,No
1897,4,2009,Tuesday,Weekday,No,No
1898,4,2009,Wednesday,Weekday,No,No
1899,3,2009,Friday,Weekday,No,No
1900,3,2009,Friday,Weekend,No,No
1901,3,2009,Monday,Weekday,No,No
1902,3,2009,Saturday,Weekend,No,No
1903,3,2009,Sunday,Weekend,No,No
1904,3,2009,Thursday,Weekday,No,No
1905,3,2009,Tuesday,Weekday,No,No
1906,3,2009,Wednesday,Weekday,No,No
1907,2,2009,Friday,Weekday,No,No
1908,2,2009,Friday,Weekend,No,No
1909,2,2009,Monday,Weekend,No,No
1910,2,2009,Monday,Weekday,No,No
1911,2,2009,Saturday,Weekend,No,No
1912,2,2009,Sunday,Weekend,No,No
1913,2,2009,Thursday,Weekday,No,No
1914,2,2009,Tuesday,Weekday,No,No
1915,2,2009,Wednesday,Weekday,No,No
1916,1,2009,Friday,Weekday,No,No
1917,1,2009,Friday,Weekday,Yes,No
1918,1,2009,Friday,Weekend,No,No
1919,1,2009,Monday,Weekend,No,No
1920,1,2009,Monday,Weekday,No,No
1921,1,2009,Saturday,Weekend,No,No
1922,1,2009,Saturday,Weekend,Yes,No
1923,1,2009,Sunday,Weekend,No,No
1924,1,2009,Thursday,Weekday,No,No
1925,1,2009,Thursday,Weekday,Yes,No
1926,1,2009,Tuesday,Weekday,No,No
1927,1,2009,Wednesday,Weekday,No,No
1928,12,2008,Friday,Weekday,No,No
1929,12,2008,Friday,Weekend,Yes,No
1930,12,2008,Friday,Weekend,No,No
1931,12,2008,Monday,Weekend,No,No
1932,12,2008,Monday,Weekday,Yes,No
1933,12,2008,Monday,Weekday,No,No
1934,12,2008,Saturday,Weekend,No,No
1935,12,2008,Saturday,Weekend,Yes,No
1936,12,2008,Sunday,Weekend,No,No
1937,12,2008,Sunday,Weekend,Yes,No
1938,12,2008,Thursday,Weekday,No,No
1939,12,2008,Thursday,Weekday,Yes,No
1940,12,2008,Tuesday,Weekday,Yes,No
1941,12,2008,Tuesday,Weekday,No,No
1942,12,2008,Wednesday,Weekday,Yes,No
1943,12,2008,Wednesday,Weekday,No,No
1944,11,2008,Friday,Weekday,No,No
1945,11,2008,Friday,Weekend,No,No
1946,11,2008,Monday,Weekday,No,No
1947,11,2008,Saturday,Weekend,No,No
1948,11,2008,Sunday,Weekend,No,No
1949,11,2008,Thursday,Weekday,No,No
1950,11,2008,Tuesday,Weekday,No,No
1951,11,2008,Wednesday,Weekday,No,No
1952,10,2008,Friday,Weekday,No,No
1953,10,2008,Friday,Weekend,No,No
1954,10,2008,Monday,Weekend,No,No
1955,10,2008,Monday,Weekday,No,No
1956,10,2008,Saturday,Weekend,No,No
1957,10,2008,Sunday,Weekend,No,No
1958,10,2008,Thursday,Weekday,No,No
1959,10,2008,Tuesday,Weekday,No,No
1960,10,2008,Wednesday,Weekday,No,No
1961,9,2008,Friday,Weekday,No,No
1962,9,2008,Friday,Weekend,No,No
1963,9,2008,Monday,Weekday,No,No
1964,9,2008,Saturday,Weekend,No,No
1965,9,2008,Sunday,Weekend,No,No
1966,9,2008,Thursday,Weekday,No,No
1967,9,2008,Tuesday,Weekday,No,No
1968,9,2008,Wednesday,Weekday,No,No
1969,8,2008,Friday,Weekday,No,No
1970,8,2008,Friday,Weekend,No,No
1971,8,2008,Monday,Weekday,No,No
1972,8,2008,Saturday,Weekend,No,No
1973,8,2008,Sunday,Weekend,No,No
1974,8,2008,Thursday,Weekday,No,No
1975,8,2008,Tuesday,Weekday,No,No
1976,8,2008,Wednesday,Weekday,No,No
1977,7,2008,Friday,Weekday,No,No
1978,7,2008,Friday,Weekend,No,No
1979,7,2008,Monday,Weekend,No,No
1980,7,2008,Monday,Weekday,No,No
1981,7,2008,Saturday,Weekend,No,No
1982,7,2008,Sunday,Weekend,No,No
1983,7,2008,Thursday,Weekday,No,No
1984,7,2008,Tuesday,Weekday,No,No
1985,7,2008,Wednesday,Weekday,No,No
1986,6,2008,Friday,Weekday,No,No
1987,6,2008,Friday,Weekend,No,No
1988,6,2008,Monday,Weekend,No,No
1989,6,2008,Monday,Weekday,No,No
1990,6,2008,Saturday,Weekend,No,No
1991,6,2008,Sunday,Weekend,No,No
1992,6,2008,Thursday,Weekday,No,No
1993,6,2008,Tuesday,Weekday,No,No
1994,6,2008,Wednesday,Weekday,No,No
1995,5,2008,Friday,Weekday,No,No
1996,5,2008,Friday,Weekend,No,No
1997,5,2008,Monday,Weekday,No,No
1998,5,2008,Saturday,Weekend,No,No
1999,5,2008,Sunday,Weekend,No,No
2000,5,2008,Thursday,Weekday,No,No
2001,5,2008,Tuesday,Weekday,No,No
2002,5,2008,Wednesday,Weekday,No,No
2003,4,2008,Friday,Weekday,No,No
2004,4,2008,Friday,Weekend,No,No
2005,4,2008,Monday,Weekend,No,Yes
2006,4,2008,Monday,Weekend,No,No
2007,4,2008,Monday,Weekday,No,No
2008,4,2008,Saturday,Weekend,No,No
2009,4,2008,Sunday,Weekend,No,No
2010,4,2008,Sunday,Weekend,No,Yes
2011,4,2008,Thursday,Weekday,No,Yes
2012,4,2008,Thursday,Weekday,No,No
2013,4,2008,Tuesday,Weekday,No,Yes
2014,4,2008,Tuesday,Weekday,No,No
2015,4,2008,Wednesday,Weekday,No,No
2016,4,2008,Wednesday,Weekday,No,Yes
2017,3,2008,Friday,Weekday,No,No
2018,3,2008,Friday,Weekend,No,No
2019,3,2008,Monday,Weekday,No,No
2020,3,2008,Saturday,Weekend,No,No
2021,3,2008,Sunday,Weekend,No,No
2022,3,2008,Thursday,Weekday,No,No
2023,3,2008,Tuesday,Weekday,No,No
2024,3,2008,Wednesday,Weekday,No,No
2025,2,2008,Friday,Weekday,No,No
2026,2,2008,Friday,Weekend,No,No
2027,2,2008,Monday,Weekend,No,No
2028,2,2008,Monday,Weekday,No,No
2029,2,2008,Saturday,Weekend,No,No
2030,2,2008,Sunday,Weekend,No,No
2031,2,2008,Thursday,Weekday,No,No
2032,2,2008,Tuesday,Weekday,No,No
2033,2,2008,Wednesday,Weekday,No,No
2034,1,2008,Friday,Weekday,No,No
2035,1,2008,Friday,Weekend,No,No
2036,1,2008,Monday,Weekend,No,No
2037,1,2008,Monday,Weekday,No,No
2038,1,2008,Saturday,Weekend,No,No
2039,1,2008,Sunday,Weekend,No,No
2040,1,2008,Thursday,Weekday,No,No
2041,1,2008,Thursday,Weekday,Yes,No
2042,1,2008,Tuesday,Weekday,No,No
2043,1,2008,Tuesday,Weekday,Yes,No
2044,1,2008,Wednesday,Weekday,No,No
2045,12,2007,Friday,Weekday,No,No
2046,12,2007,Friday,Weekday,Yes,No
2047,12,2007,Friday,Weekend,No,No
2048,12,2007,Monday,Weekday,No,No
2049,12,2007,Monday,Weekday,Yes,No
2050,12,2007,Saturday,Weekend,Yes,No
2051,12,2007,Saturday,Weekend,No,No
2052,12,2007,Sunday,Weekend,No,No
2053,12,2007,Sunday,Weekend,Yes,No
2054,12,2007,Thursday,Weekday,No,No
2055,12,2007,Thursday,Weekday,Yes,No
2056,12,2007,Tuesday,Weekday,No,No
2057,12,2007,Tuesday,Weekday,Yes,No
2058,12,2007,Wednesday,Weekday,Yes,No
2059,12,2007,Wednesday,Weekday,No,No
2060,11,2007,Friday,Weekday,No,No
2061,11,2007,Friday,Weekend,No,No
2062,11,2007,Monday,Weekend,No,No
2063,11,2007,Monday,Weekday,No,No
2064,11,2007,Saturday,Weekend,No,No
2065,11,2007,Sunday,Weekend,No,No
2066,11,2007,Thursday,Weekday,No,No
2067,11,2007,Tuesday,Weekday,No,No
2068,11,2007,Wednesday,Weekday,No,No
2069,10,2007,Friday,Weekday,No,No
2070,10,2007,Friday,Weekend,No,No
2071,10,2007,Monday,Weekend,No,No
2072,10,2007,Monday,Weekday,No,No
2073,10,2007,Saturday,Weekend,No,No
2074,10,2007,Sunday,Weekend,No,No
2075,10,2007,Thursday,Weekday,No,No
2076,10,2007,Tuesday,Weekday,No,No
2077,10,2007,Wednesday,Weekday,No,No
2078,9,2007,Friday,Weekday,No,No
2079,9,2007,Friday,Weekend,No,No
2080,9,2007,Monday,Weekend,No,No
2081,9,2007,Monday,Weekday,No,No
2082,9,2007,Saturday,Weekend,No,No
2083,9,2007,Sunday,Weekend,No,No
2084,9,2007,Thursday,Weekday,No,No
2085,9,2007,Tuesday,Weekday,No,No
2086,9,2007,Wednesday,Weekday,No,No
2087,8,2007,Friday,Weekday,No,No
2088,8,2007,Friday,Weekend,No,No
2089,8,2007,Monday,Weekend,No,No
2090,8,2007,Monday,Weekday,No,No
2091,8,2007,Saturday,Weekend,No,No
2092,8,2007,Sunday,Weekend,No,No
2093,8,2007,Thursday,Weekday,No,No
2094,8,2007,Tuesday,Weekday,No,No
2095,8,2007,Wednesday,Weekday,No,No
2096,7,2007,Friday,Weekday,No,No
2097,7,2007,Friday,Weekend,No,No
2098,7,2007,Monday,Weekend,No,No
2099,7,2007,Monday,Weekday,No,No
2100,7,2007,Saturday,Weekend,No,No
2101,7,2007,Sunday,Weekend,No,No
2102,7,2007,Thursday,Weekday,No,No
2103,7,2007,Tuesday,Weekday,No,No
2104,7,2007,Wednesday,Weekday,No,No
2105,6,2007,Friday,Weekday,No,No
2106,6,2007,Friday,Weekend,No,No
2107,6,2007,Monday,Weekend,No,No
2108,6,2007,Monday,Weekday,No,No
2109,6,2007,Saturday,Weekend,No,No
2110,6,2007,Sunday,Weekend,No,No
2111,6,2007,Thursday,Weekday,No,No
2112,6,2007,Tuesday,Weekday,No,No
2113,6,2007,Wednesday,Weekday,No,No
2114,5,2007,Friday,Weekday,No,No
2115,5,2007,Friday,Weekend,No,No
2116,5,2007,Monday,Weekday,No,No
2117,5,2007,Saturday,Weekend,No,No
2118,5,2007,Sunday,Weekend,No,No
2119,5,2007,Thursday,Weekday,No,No
2120,5,2007,Tuesday,Weekday,No,No
2121,5,2007,Wednesday,Weekday,No,No
2122,4,2007,Friday,Weekday,No,Yes
2123,4,2007,Friday,Weekday,No,No
2124,4,2007,Friday,Weekend,No,No
2125,4,2007,Monday,Weekend,No,No
2126,4,2007,Monday,Weekday,No,No
2127,4,2007,Monday,Weekday,No,Yes
2128,4,2007,Saturday,Weekend,No,No
2129,4,2007,Saturday,Weekend,No,Yes
2130,4,2007,Sunday,Weekend,No,Yes
2131,4,2007,Sunday,Weekend,No,No
2132,4,2007,Thursday,Weekday,No,No
2133,4,2007,Thursday,Weekday,No,Yes
2134,4,2007,Tuesday,Weekday,No,No
2135,4,2007,Wednesday,Weekday,No,No
2136,3,2007,Friday,Weekday,No,No
2137,3,2007,Friday,Weekend,No,No
2138,3,2007,Monday,Weekend,No,No
2139,3,2007,Monday,Weekday,No,No
2140,3,2007,Saturday,Weekend,No,No
2141,3,2007,Sunday,Weekend,No,No
2142,3,2007,Thursday,Weekday,No,No
2143,3,2007,Tuesday,Weekday,No,No
2144,3,2007,Wednesday,Weekday,No,No
2145,2,2007,Friday,Weekday,No,No
2146,2,2007,Friday,Weekend,No,No
2147,2,2007,Monday,Weekend,No,No
2148,2,2007,Monday,Weekday,No,No
2149,2,2007,Saturday,Weekend,No,No
2150,2,2007,Sunday,Weekend,No,No
2151,2,2007,Thursday,Weekday,No,No
2152,2,2007,Tuesday,Weekday,No,No
2153,2,2007,Wednesday,Weekday,No,No
2154,1,2007,Friday,Weekday,No,No
2155,1,2007,Friday,Weekend,No,No
2156,1,2007,Monday,Weekend,No,No
2157,1,2007,Monday,Weekday,No,No
2158,1,2007,Monday,Weekday,Yes,No
2159,1,2007,Saturday,Weekend,No,No
2160,1,2007,Sunday,Weekend,No,No
2161,1,2007,Thursday,Weekday,No,No
2162,1,2007,Tuesday,Weekday,No,No
2163,1,2007,Tuesday,Weekday,Yes,No
2164,1,2007,Wednesday,Weekday,No,No
2165,1,2007,Wednesday,Weekday,Yes,No
2166,12,2006,Friday,Weekday,No,No
2167,12,2006,Friday,Weekday,Yes,No
2168,12,2006,Friday,Weekend,No,No
2169,12,2006,Monday,Weekend,Yes,No
2170,12,2006,Monday,Weekend,No,No
2171,12,2006,Monday,Weekday,Yes,No
2172,12,2006,Monday,Weekday,No,No
2173,12,2006,Saturday,Weekend,Yes,No
2174,12,2006,Saturday,Weekend,No,No
2175,12,2006,Sunday,Weekend,Yes,No
2176,12,2006,Sunday,Weekend,No,No
2177,12,2006,Thursday,Weekday,No,No
2178,12,2006,Thursday,Weekday,Yes,No
2179,12,2006,Tuesday,Weekday,Yes,No
2180,12,2006,Tuesday,Weekday,No,No
2181,12,2006,Wednesday,Weekday,No,No
2182,12,2006,Wednesday,Weekday,Yes,No
2183,11,2006,Friday,Weekday,No,No
2184,11,2006,Friday,Weekend,No,No
2185,11,2006,Monday,Weekend,No,No
2186,11,2006,Monday,Weekday,No,No
2187,11,2006,Saturday,Weekend,No,No
2188,11,2006,Sunday,Weekend,No,No
2189,11,2006,Thursday,Weekday,No,No
2190,11,2006,Tuesday,Weekday,No,No
2191,11,2006,Wednesday,Weekday,No,No
2192,10,2006,Friday,Weekday,No,No
2193,10,2006,Friday,Weekend,No,No
2194,10,2006,Monday,Weekend,No,No
2195,10,2006,Monday,Weekday,No,No
2196,10,2006,Saturday,Weekend,No,No
2197,10,2006,Sunday,Weekend,No,No
2198,10,2006,Thursday,Weekday,No,No
2199,10,2006,Tuesday,Weekday,No,No
2200,10,2006,Wednesday,Weekday,No,No
2201,9,2006,Friday,Weekday,No,No
2202,9,2006,Friday,Weekend,No,No
2203,9,2006,Monday,Weekend,No,No
2204,9,2006,Monday,Weekday,No,No
2205,9,2006,Saturday,Weekend,No,No
2206,9,2006,Sunday,Weekend,No,No
2207,9,2006,Thursday,Weekday,No,No
2208,9,2006,Tuesday,Weekday,No,No
2209,9,2006,Wednesday,Weekday,No,No
2210,8,2006,Friday,Weekday,No,No
2211,8,2006,Friday,Weekend,No,No
2212,8,2006,Monday,Weekend,No,No
2213,8,2006,Monday,Weekday,No,No
2214,8,2006,Saturday,Weekend,No,No
2215,8,2006,Sunday,Weekend,No,No
2216,8,2006,Thursday,Weekday,No,No
2217,8,2006,Tuesday,Weekday,No,No
2218,8,2006,Wednesday,Weekday,No,No
2219,7,2006,Friday,Weekday,No,No
2220,7,2006,Friday,Weekend,No,No
2221,7,2006,Monday,Weekend,No,No
2222,7,2006,Monday,Weekday,No,No
2223,7,2006,Saturday,Weekend,No,No
2224,7,2006,Sunday,Weekend,No,No
2225,7,2006,Thursday,Weekday,No,No
2226,7,2006,Tuesday,Weekday,No,No
2227,7,2006,Wednesday,Weekday,No,No
2228,6,2006,Friday,Weekday,No,No
2229,6,2006,Friday,Weekend,No,No
2230,6,2006,Monday,Weekend,No,No
2231,6,2006,Monday,Weekday,No,No
2232,6,2006,Saturday,Weekend,No,No
2233,6,2006,Sunday,Weekend,No,No
2234,6,2006,Thursday,Weekday,No,No
2235,6,2006,Tuesday,Weekday,No,No
2236,6,2006,Wednesday,Weekday,No,No
2237,5,2006,Friday,Weekday,No,No
2238,5,2006,Friday,Weekend,No,No
2239,5,2006,Monday,Weekend,No,No
2240,5,2006,Monday,Weekday,No,No
2241,5,2006,Saturday,Weekend,No,No
2242,5,2006,Sunday,Weekend,No,No
2243,5,2006,Thursday,Weekday,No,No
2244,5,2006,Tuesday,Weekday,No,No
2245,5,2006,Wednesday,Weekday,No,No
2246,4,2006,Friday,Weekday,No,No
2247,4,2006,Friday,Weekday,No,Yes
2248,4,2006,Friday,Weekend,No,Yes
2249,4,2006,Friday,Weekend,No,No
2250,4,2006,Monday,Weekend,No,Yes
2251,4,2006,Monday,Weekday,No,No
2252,4,2006,Monday,Weekday,No,Yes
2253,4,2006,Saturday,Weekend,No,No
2254,4,2006,Saturday,Weekend,No,Yes
2255,4,2006,Sunday,Weekend,No,No
2256,4,2006,Sunday,Weekend,No,Yes
2257,4,2006,Thursday,Weekday,No,No
2258,4,2006,Thursday,Weekday,No,Yes
2259,4,2006,Tuesday,Weekday,No,No
2260,4,2006,Wednesday,Weekday,No,No
2261,3,2006,Friday,Weekday,No,No
2262,3,2006,Friday,Weekend,No,No
2263,3,2006,Monday,Weekend,No,No
2264,3,2006,Monday,Weekday,No,No
2265,3,2006,Saturday,Weekend,No,No
2266,3,2006,Sunday,Weekend,No,No
2267,3,2006,Thursday,Weekday,No,No
2268,3,2006,Tuesday,Weekday,No,No
2269,3,2006,Wednesday,Weekday,No,No
2270,2,2006,Friday,Weekday,No,No
2271,2,2006,Friday,Weekend,No,No
2272,2,2006,Monday,Weekday,No,No
2273,2,2006,Saturday,Weekend,No,No
2274,2,2006,Sunday,Weekend,No,No
2275,2,2006,Thursday,Weekday,No,No
2276,2,2006,Tuesday,Weekday,No,No
2277,2,2006,Wednesday,Weekday,No,No
2278,1,2006,Friday,Weekday,No,No
2279,1,2006,Friday,Weekend,No,No
2280,1,2006,Monday,Weekend,No,No
2281,1,2006,Monday,Weekday,No,No
2282,1,2006,Monday,Weekday,Yes,No
2283,1,2006,Saturday,Weekend,No,No
2284,1,2006,Sunday,Weekend,No,No
2285,1,2006,Sunday,Weekend,Yes,No
2286,1,2006,Thursday,Weekday,No,No
2287,1,2006,Tuesday,Weekday,Yes,No
2288,1,2006,Tuesday,Weekday,No,No
2289,1,2006,Wednesday,Weekday,No,No
2290,12,2005,Friday,Weekday,Yes,No
2291,12,2005,Friday,Weekday,No,No
2292,12,2005,Friday,Weekend,Yes,No
2293,12,2005,Friday,Weekend,No,No
2294,12,2005,Monday,Weekend,No,No
2295,12,2005,Monday,Weekday,No,No
2296,12,2005,Monday,Weekday,Yes,No
2297,12,2005,Saturday,Weekend,Yes,No
2298,12,2005,Saturday,Weekend,No,No
2299,12,2005,Sunday,Weekend,No,No
2300,12,2005,Sunday,Weekend,Yes,No
2301,12,2005,Thursday,Weekday,No,No
2302,12,2005,Thursday,Weekday,Yes,No
2303,12,2005,Tuesday,Weekday,Yes,No
2304,12,2005,Tuesday,Weekday,No,No
2305,12,2005,Wednesday,Weekday,No,No
2306,12,2005,Wednesday,Weekday,Yes,No
2307,11,2005,Friday,Weekday,No,No
2308,11,2005,Friday,Weekend,No,No
2309,11,2005,Monday,Weekend,No,No
2310,11,2005,Monday,Weekday,No,No
2311,11,2005,Saturday,Weekend,No,No
2312,11,2005,Sunday,Weekend,No,No
2313,11,2005,Thursday,Weekday,No,No
2314,11,2005,Tuesday,Weekday,No,No
2315,11,2005,Wednesday,Weekday,No,No
2316,10,2005,Friday,Weekday,No,No
2317,10,2005,Friday,Weekend,No,No
2318,10,2005,Monday,Weekend,No,No
2319,10,2005,Monday,Weekday,No,No
2320,10,2005,Saturday,Weekend,No,No
2321,10,2005,Sunday,Weekend,No,No
2322,10,2005,Thursday,Weekday,No,No
2323,10,2005,Tuesday,Weekday,No,No
2324,10,2005,Wednesday,Weekday,No,No
2325,9,2005,Friday,Weekday,No,No
2326,9,2005,Friday,Weekend,No,No
2327,9,2005,Monday,Weekend,No,No
2328,9,2005,Monday,Weekday,No,No
2329,9,2005,Saturday,Weekend,No,No
